n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
1,rock,paper,1,1,0,0,1.0,0.0,0.0,1,1.0
2,rock,paper,1,2,0,0,1.0,0.0,0.0,2,1.0
3,rock,scissors,-1,2,0,1,0.67,0.0,0.33,1,0.33
4,rock,paper,1,3,0,1,0.75,0.0,0.25,2,0.5
5,rock,paper,1,4,0,1,0.8,0.0,0.2,3,0.6
6,rock,paper,1,5,0,1,0.83,0.0,0.17,4,0.67
7,rock,paper,1,6,0,1,0.86,0.0,0.14,5,0.71
8,rock,scissors,-1,6,0,2,0.75,0.0,0.25,4,0.5
9,rock,paper,1,7,0,2,0.78,0.0,0.22,5,0.56
10,rock,paper,1,8,0,2,0.8,0.0,0.2,6,0.6
11,scissors,scissors,0,8,1,2,0.73,0.09,0.18,6,0.55
12,scissors,paper,-1,8,1,3,0.67,0.08,0.25,5,0.42
13,rock,paper,1,9,1,3,0.69,0.08,0.23,6,0.46
14,rock,paper,1,10,1,3,0.71,0.07,0.21,7,0.5
15,rock,scissors,-1,10,1,4,0.67,0.07,0.27,6,0.4
16,rock,scissors,-1,10,1,5,0.62,0.06,0.31,5,0.31
17,rock,paper,1,11,1,5,0.65,0.06,0.29,6,0.35
18,rock,paper,1,12,1,5,0.67,0.06,0.28,7,0.39
19,rock,paper,1,13,1,5,0.68,0.05,0.26,8,0.42
20,rock,paper,1,14,1,5,0.7,0.05,0.25,9,0.45
21,rock,paper,1,15,1,5,0.71,0.05,0.24,10,0.48
22,rock,scissors,-1,15,1,6,0.68,0.05,0.27,9,0.41
23,rock,paper,1,16,1,6,0.7,0.04,0.26,10,0.43
24,rock,paper,1,17,1,6,0.71,0.04,0.25,11,0.46
25,scissors,paper,-1,17,1,7,0.68,0.04,0.28,10,0.4
26,rock,paper,1,18,1,7,0.69,0.04,0.27,11,0.42
27,scissors,paper,-1,18,1,8,0.67,0.04,0.3,10,0.37
28,rock,paper,1,19,1,8,0.68,0.04,0.29,11,0.39
29,rock,paper,1,20,1,8,0.69,0.03,0.28,12,0.41
30,rock,scissors,-1,20,1,9,0.67,0.03,0.3,11,0.37
31,scissors,paper,-1,20,1,10,0.65,0.03,0.32,10,0.32
32,rock,paper,1,21,1,10,0.66,0.03,0.31,11,0.34
33,rock,scissors,-1,21,1,11,0.64,0.03,0.33,10,0.3
34,rock,scissors,-1,21,1,12,0.62,0.03,0.35,9,0.26
35,rock,paper,1,22,1,12,0.63,0.03,0.34,10,0.29
36,rock,scissors,-1,22,1,13,0.61,0.03,0.36,9,0.25
37,rock,paper,1,23,1,13,0.62,0.03,0.35,10,0.27
38,scissors,paper,-1,23,1,14,0.61,0.03,0.37,9,0.24
39,rock,scissors,-1,23,1,15,0.59,0.03,0.38,8,0.21
40,rock,paper,1,24,1,15,0.6,0.03,0.38,9,0.23
41,rock,paper,1,25,1,15,0.61,0.02,0.37,10,0.24
42,rock,scissors,-1,25,1,16,0.6,0.02,0.38,9,0.21
43,rock,scissors,-1,25,1,17,0.58,0.02,0.4,8,0.19
44,rock,paper,1,26,1,17,0.59,0.02,0.39,9,0.2
45,rock,paper,1,27,1,17,0.6,0.02,0.38,10,0.22
46,rock,paper,1,28,1,17,0.61,0.02,0.37,11,0.24
47,rock,paper,1,29,1,17,0.62,0.02,0.36,12,0.26
48,rock,paper,1,30,1,17,0.62,0.02,0.35,13,0.27
49,rock,scissors,-1,30,1,18,0.61,0.02,0.37,12,0.24
50,rock,scissors,-1,30,1,19,0.6,0.02,0.38,11,0.22
51,rock,scissors,-1,30,1,20,0.59,0.02,0.39,10,0.2
52,rock,paper,1,31,1,20,0.6,0.02,0.38,11,0.21
53,rock,scissors,-1,31,1,21,0.58,0.02,0.4,10,0.19
54,rock,scissors,-1,31,1,22,0.57,0.02,0.41,9,0.17
55,rock,paper,1,32,1,22,0.58,0.02,0.4,10,0.18
56,rock,scissors,-1,32,1,23,0.57,0.02,0.41,9,0.16
57,rock,paper,1,33,1,23,0.58,0.02,0.4,10,0.18
58,rock,paper,1,34,1,23,0.59,0.02,0.4,11,0.19
59,rock,paper,1,35,1,23,0.59,0.02,0.39,12,0.2
60,rock,paper,1,36,1,23,0.6,0.02,0.38,13,0.22
61,scissors,scissors,0,36,2,23,0.59,0.03,0.38,13,0.21
62,scissors,paper,-1,36,2,24,0.58,0.03,0.39,12,0.19
63,scissors,paper,-1,36,2,25,0.57,0.03,0.4,11,0.17
64,rock,paper,1,37,2,25,0.58,0.03,0.39,12,0.19
65,rock,paper,1,38,2,25,0.58,0.03,0.38,13,0.2
66,scissors,scissors,0,38,3,25,0.58,0.05,0.38,13,0.2
67,rock,paper,1,39,3,25,0.58,0.04,0.37,14,0.21
68,rock,paper,1,40,3,25,0.59,0.04,0.37,15,0.22
69,rock,paper,1,41,3,25,0.59,0.04,0.36,16,0.23
70,rock,paper,1,42,3,25,0.6,0.04,0.36,17,0.24
71,rock,paper,1,43,3,25,0.61,0.04,0.35,18,0.25
72,rock,scissors,-1,43,3,26,0.6,0.04,0.36,17,0.24
73,rock,paper,1,44,3,26,0.6,0.04,0.36,18,0.25
74,scissors,paper,-1,44,3,27,0.59,0.04,0.36,17,0.23
75,rock,paper,1,45,3,27,0.6,0.04,0.36,18,0.24
76,rock,paper,1,46,3,27,0.61,0.04,0.36,19,0.25
77,rock,paper,1,47,3,27,0.61,0.04,0.35,20,0.26
78,rock,scissors,-1,47,3,28,0.6,0.04,0.36,19,0.24
79,rock,paper,1,48,3,28,0.61,0.04,0.35,20,0.25
80,rock,paper,1,49,3,28,0.61,0.04,0.35,21,0.26
81,scissors,paper,-1,49,3,29,0.6,0.04,0.36,20,0.25
82,rock,paper,1,50,3,29,0.61,0.04,0.35,21,0.26
83,rock,paper,1,51,3,29,0.61,0.04,0.35,22,0.27
84,rock,paper,1,52,3,29,0.62,0.04,0.35,23,0.27
85,scissors,paper,-1,52,3,30,0.61,0.04,0.35,22,0.26
86,rock,paper,1,53,3,30,0.62,0.03,0.35,23,0.27
87,rock,paper,1,54,3,30,0.62,0.03,0.34,24,0.28
88,rock,paper,1,55,3,30,0.62,0.03,0.34,25,0.28
89,scissors,scissors,0,55,4,30,0.62,0.04,0.34,25,0.28
90,rock,paper,1,56,4,30,0.62,0.04,0.33,26,0.29
91,rock,paper,1,57,4,30,0.63,0.04,0.33,27,0.3
92,rock,paper,1,58,4,30,0.63,0.04,0.33,28,0.3
93,rock,paper,1,59,4,30,0.63,0.04,0.32,29,0.31
94,scissors,paper,-1,59,4,31,0.63,0.04,0.33,28,0.3
95,rock,paper,1,60,4,31,0.63,0.04,0.33,29,0.31
96,rock,paper,1,61,4,31,0.64,0.04,0.32,30,0.31
97,rock,scissors,-1,61,4,32,0.63,0.04,0.33,29,0.3
98,rock,paper,1,62,4,32,0.63,0.04,0.33,30,0.31
99,rock,paper,1,63,4,32,0.64,0.04,0.32,31,0.31
100,rock,paper,1,64,4,32,0.64,0.04,0.32,32,0.32
101,scissors,paper,-1,64,4,33,0.63,0.04,0.33,31,0.31
102,rock,scissors,-1,64,4,34,0.63,0.04,0.33,30,0.29
103,rock,paper,1,65,4,34,0.63,0.04,0.33,31,0.3
104,rock,paper,1,66,4,34,0.63,0.04,0.33,32,0.31
105,rock,paper,1,67,4,34,0.64,0.04,0.32,33,0.31
106,scissors,paper,-1,67,4,35,0.63,0.04,0.33,32,0.3
