n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
1,rock,paper,1,1,0,0,1.0,0.0,0.0,1,1.0
2,scissors,scissors,0,1,1,0,0.5,0.5,0.0,1,0.5
3,scissors,paper,-1,1,1,1,0.33,0.33,0.33,0,0.0
4,rock,paper,1,2,1,1,0.5,0.25,0.25,1,0.25
5,rock,paper,1,3,1,1,0.6,0.2,0.2,2,0.4
6,rock,paper,1,4,1,1,0.67,0.17,0.17,3,0.5
7,rock,paper,1,5,1,1,0.71,0.14,0.14,4,0.57
8,rock,scissors,-1,5,1,2,0.62,0.12,0.25,3,0.38
9,scissors,paper,-1,5,1,3,0.56,0.11,0.33,2,0.22
10,rock,scissors,-1,5,1,4,0.5,0.1,0.4,1,0.1
11,rock,paper,1,6,1,4,0.55,0.09,0.36,2,0.18
12,rock,paper,1,7,1,4,0.58,0.08,0.33,3,0.25
13,rock,paper,1,8,1,4,0.62,0.08,0.31,4,0.31
14,rock,paper,1,9,1,4,0.64,0.07,0.29,5,0.36
15,rock,paper,1,10,1,4,0.67,0.07,0.27,6,0.4
16,scissors,paper,-1,10,1,5,0.62,0.06,0.31,5,0.31
17,rock,paper,1,11,1,5,0.65,0.06,0.29,6,0.35
18,rock,paper,1,12,1,5,0.67,0.06,0.28,7,0.39
19,rock,paper,1,13,1,5,0.68,0.05,0.26,8,0.42
20,rock,paper,1,14,1,5,0.7,0.05,0.25,9,0.45
21,rock,scissors,-1,14,1,6,0.67,0.05,0.29,8,0.38
22,rock,paper,1,15,1,6,0.68,0.05,0.27,9,0.41
23,rock,paper,1,16,1,6,0.7,0.04,0.26,10,0.43
24,rock,paper,1,17,1,6,0.71,0.04,0.25,11,0.46
25,rock,paper,1,18,1,6,0.72,0.04,0.24,12,0.48
26,rock,paper,1,19,1,6,0.73,0.04,0.23,13,0.5
27,rock,paper,1,20,1,6,0.74,0.04,0.22,14,0.52
28,rock,paper,1,21,1,6,0.75,0.04,0.21,15,0.54
29,rock,paper,1,22,1,6,0.76,0.03,0.21,16,0.55
30,rock,scissors,-1,22,1,7,0.73,0.03,0.23,15,0.5
31,scissors,paper,-1,22,1,8,0.71,0.03,0.26,14,0.45
32,rock,paper,1,23,1,8,0.72,0.03,0.25,15,0.47
33,rock,paper,1,24,1,8,0.73,0.03,0.24,16,0.48
34,scissors,scissors,0,24,2,8,0.71,0.06,0.24,16,0.47
35,scissors,paper,-1,24,2,9,0.69,0.06,0.26,15,0.43
36,rock,scissors,-1,24,2,10,0.67,0.06,0.28,14,0.39
37,scissors,paper,-1,24,2,11,0.65,0.05,0.3,13,0.35
38,scissors,paper,-1,24,2,12,0.63,0.05,0.32,12,0.32
39,rock,paper,1,25,2,12,0.64,0.05,0.31,13,0.33
40,scissors,paper,-1,25,2,13,0.62,0.05,0.33,12,0.3
41,rock,scissors,-1,25,2,14,0.61,0.05,0.34,11,0.27
42,rock,scissors,-1,25,2,15,0.6,0.05,0.36,10,0.24
43,rock,paper,1,26,2,15,0.6,0.05,0.35,11,0.26
44,rock,paper,1,27,2,15,0.61,0.05,0.34,12,0.27
45,scissors,paper,-1,27,2,16,0.6,0.04,0.36,11,0.24
46,rock,paper,1,28,2,16,0.61,0.04,0.35,12,0.26
47,rock,paper,1,29,2,16,0.62,0.04,0.34,13,0.28
48,rock,paper,1,30,2,16,0.62,0.04,0.33,14,0.29
49,rock,scissors,-1,30,2,17,0.61,0.04,0.35,13,0.27
50,scissors,scissors,0,30,3,17,0.6,0.06,0.34,13,0.26
51,rock,paper,1,31,3,17,0.61,0.06,0.33,14,0.27
52,rock,paper,1,32,3,17,0.62,0.06,0.33,15,0.29
53,rock,paper,1,33,3,17,0.62,0.06,0.32,16,0.3
54,rock,paper,1,34,3,17,0.63,0.06,0.31,17,0.31
55,rock,paper,1,35,3,17,0.64,0.05,0.31,18,0.33
56,rock,paper,1,36,3,17,0.64,0.05,0.3,19,0.34
57,scissors,scissors,0,36,4,17,0.63,0.07,0.3,19,0.33
58,rock,paper,1,37,4,17,0.64,0.07,0.29,20,0.34
59,rock,paper,1,38,4,17,0.64,0.07,0.29,21,0.36
60,rock,paper,1,39,4,17,0.65,0.07,0.28,22,0.37
