n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
1,scissors,rock,1,1,0,0,1.0,0.0,0.0,1,1.0
2,scissors,rock,1,2,0,0,1.0,0.0,0.0,2,1.0
3,scissors,rock,1,3,0,0,1.0,0.0,0.0,3,1.0
4,scissors,rock,1,4,0,0,1.0,0.0,0.0,4,1.0
5,scissors,rock,1,5,0,0,1.0,0.0,0.0,5,1.0
6,scissors,rock,1,6,0,0,1.0,0.0,0.0,6,1.0
7,scissors,rock,1,7,0,0,1.0,0.0,0.0,7,1.0
8,rock,rock,0,7,1,0,0.88,0.12,0.0,7,0.88
9,scissors,scissors,0,7,2,0,0.78,0.22,0.0,7,0.78
10,scissors,rock,1,8,2,0,0.8,0.2,0.0,8,0.8
11,rock,rock,0,8,3,0,0.73,0.27,0.0,8,0.73
12,scissors,scissors,0,8,4,0,0.67,0.33,0.0,8,0.67
13,scissors,rock,1,9,4,0,0.69,0.31,0.0,9,0.69
14,rock,rock,0,9,5,0,0.64,0.36,0.0,9,0.64
15,scissors,rock,1,10,5,0,0.67,0.33,0.0,10,0.67
16,rock,rock,0,10,6,0,0.62,0.38,0.0,10,0.62
17,scissors,rock,1,11,6,0,0.65,0.35,0.0,11,0.65
18,rock,rock,0,11,7,0,0.61,0.39,0.0,11,0.61
19,scissors,rock,1,12,7,0,0.63,0.37,0.0,12,0.63
20,rock,scissors,-1,12,7,1,0.6,0.35,0.05,11,0.55
21,rock,rock,0,12,8,1,0.57,0.38,0.05,11,0.52
22,scissors,rock,1,13,8,1,0.59,0.36,0.05,12,0.55
23,scissors,scissors,0,13,9,1,0.57,0.39,0.04,12,0.52
24,rock,rock,0,13,10,1,0.54,0.42,0.04,12,0.5
25,rock,rock,0,13,11,1,0.52,0.44,0.04,12,0.48
26,rock,rock,0,13,12,1,0.5,0.46,0.04,12,0.46
27,scissors,rock,1,14,12,1,0.52,0.44,0.04,13,0.48
28,scissors,rock,1,15,12,1,0.54,0.43,0.04,14,0.5
29,rock,rock,0,15,13,1,0.52,0.45,0.03,14,0.48
30,scissors,rock,1,16,13,1,0.53,0.43,0.03,15,0.5
31,rock,scissors,-1,16,13,2,0.52,0.42,0.06,14,0.45
32,scissors,rock,1,17,13,2,0.53,0.41,0.06,15,0.47
33,rock,rock,0,17,14,2,0.52,0.42,0.06,15,0.45
34,scissors,rock,1,18,14,2,0.53,0.41,0.06,16,0.47
35,scissors,scissors,0,18,15,2,0.51,0.43,0.06,16,0.46
36,scissors,rock,1,19,15,2,0.53,0.42,0.06,17,0.47
37,rock,rock,0,19,16,2,0.51,0.43,0.05,17,0.46
38,scissors,scissors,0,19,17,2,0.5,0.45,0.05,17,0.45
39,rock,rock,0,19,18,2,0.49,0.46,0.05,17,0.44
40,scissors,scissors,0,19,19,2,0.47,0.47,0.05,17,0.42
41,scissors,rock,1,20,19,2,0.49,0.46,0.05,18,0.44
42,scissors,rock,1,21,19,2,0.5,0.45,0.05,19,0.45
43,rock,rock,0,21,20,2,0.49,0.47,0.05,19,0.44
44,scissors,rock,1,22,20,2,0.5,0.45,0.05,20,0.45
45,scissors,rock,1,23,20,2,0.51,0.44,0.04,21,0.47
46,rock,rock,0,23,21,2,0.5,0.46,0.04,21,0.46
47,scissors,rock,1,24,21,2,0.51,0.45,0.04,22,0.47
48,rock,rock,0,24,22,2,0.5,0.46,0.04,22,0.46
49,scissors,rock,1,25,22,2,0.51,0.45,0.04,23,0.47
50,rock,scissors,-1,25,22,3,0.5,0.44,0.06,22,0.44
51,scissors,rock,1,26,22,3,0.51,0.43,0.06,23,0.45
52,scissors,rock,1,27,22,3,0.52,0.42,0.06,24,0.46
53,rock,rock,0,27,23,3,0.51,0.43,0.06,24,0.45
54,scissors,rock,1,28,23,3,0.52,0.43,0.06,25,0.46
55,rock,rock,0,28,24,3,0.51,0.44,0.05,25,0.45
56,scissors,rock,1,29,24,3,0.52,0.43,0.05,26,0.46
57,rock,scissors,-1,29,24,4,0.51,0.42,0.07,25,0.44
58,scissors,scissors,0,29,25,4,0.5,0.43,0.07,25,0.43
59,rock,scissors,-1,29,25,5,0.49,0.42,0.08,24,0.41
60,scissors,rock,1,30,25,5,0.5,0.42,0.08,25,0.42
61,rock,rock,0,30,26,5,0.49,0.43,0.08,25,0.41
62,rock,rock,0,30,27,5,0.48,0.44,0.08,25,0.4
63,scissors,scissors,0,30,28,5,0.48,0.44,0.08,25,0.4
64,rock,rock,0,30,29,5,0.47,0.45,0.08,25,0.39
65,scissors,rock,1,31,29,5,0.48,0.45,0.08,26,0.4
66,scissors,rock,1,32,29,5,0.48,0.44,0.08,27,0.41
67,scissors,rock,1,33,29,5,0.49,0.43,0.07,28,0.42
68,scissors,rock,1,34,29,5,0.5,0.43,0.07,29,0.43
69,rock,rock,0,34,30,5,0.49,0.43,0.07,29,0.42
70,scissors,rock,1,35,30,5,0.5,0.43,0.07,30,0.43
71,rock,rock,0,35,31,5,0.49,0.44,0.07,30,0.42
72,scissors,rock,1,36,31,5,0.5,0.43,0.07,31,0.43
73,rock,scissors,-1,36,31,6,0.49,0.42,0.08,30,0.41
74,scissors,rock,1,37,31,6,0.5,0.42,0.08,31,0.42
75,scissors,scissors,0,37,32,6,0.49,0.43,0.08,31,0.41
76,scissors,rock,1,38,32,6,0.5,0.42,0.08,32,0.42
77,scissors,rock,1,39,32,6,0.51,0.42,0.08,33,0.43
78,scissors,rock,1,40,32,6,0.51,0.41,0.08,34,0.44
79,rock,rock,0,40,33,6,0.51,0.42,0.08,34,0.43
80,rock,rock,0,40,34,6,0.5,0.42,0.07,34,0.42
81,scissors,rock,1,41,34,6,0.51,0.42,0.07,35,0.43
82,rock,rock,0,41,35,6,0.5,0.43,0.07,35,0.43
83,rock,rock,0,41,36,6,0.49,0.43,0.07,35,0.42
84,rock,rock,0,41,37,6,0.49,0.44,0.07,35,0.42
85,rock,rock,0,41,38,6,0.48,0.45,0.07,35,0.41
86,scissors,rock,1,42,38,6,0.49,0.44,0.07,36,0.42
87,rock,rock,0,42,39,6,0.48,0.45,0.07,36,0.41
88,rock,rock,0,42,40,6,0.48,0.45,0.07,36,0.41
89,rock,rock,0,42,41,6,0.47,0.46,0.07,36,0.4
90,rock,rock,0,42,42,6,0.47,0.47,0.07,36,0.4
91,scissors,rock,1,43,42,6,0.47,0.46,0.07,37,0.41
92,scissors,rock,1,44,42,6,0.48,0.46,0.07,38,0.41
93,scissors,rock,1,45,42,6,0.48,0.45,0.06,39,0.42
94,scissors,rock,1,46,42,6,0.49,0.45,0.06,40,0.43
95,rock,rock,0,46,43,6,0.48,0.45,0.06,40,0.42
96,scissors,rock,1,47,43,6,0.49,0.45,0.06,41,0.43
97,scissors,rock,1,48,43,6,0.49,0.44,0.06,42,0.43
98,rock,scissors,-1,48,43,7,0.49,0.44,0.07,41,0.42
99,scissors,rock,1,49,43,7,0.49,0.43,0.07,42,0.42
100,scissors,rock,1,50,43,7,0.5,0.43,0.07,43,0.43
101,rock,rock,0,50,44,7,0.5,0.44,0.07,43,0.43
102,scissors,rock,1,51,44,7,0.5,0.43,0.07,44,0.43
103,scissors,scissors,0,51,45,7,0.5,0.44,0.07,44,0.43
104,scissors,rock,1,52,45,7,0.5,0.43,0.07,45,0.43
105,rock,rock,0,52,46,7,0.5,0.44,0.07,45,0.43
106,rock,rock,0,52,47,7,0.49,0.44,0.07,45,0.42
107,scissors,rock,1,53,47,7,0.5,0.44,0.07,46,0.43
108,scissors,scissors,0,53,48,7,0.49,0.44,0.06,46,0.43
109,rock,rock,0,53,49,7,0.49,0.45,0.06,46,0.42
110,scissors,rock,1,54,49,7,0.49,0.45,0.06,47,0.43
111,rock,rock,0,54,50,7,0.49,0.45,0.06,47,0.42
112,rock,rock,0,54,51,7,0.48,0.46,0.06,47,0.42
113,rock,rock,0,54,52,7,0.48,0.46,0.06,47,0.42
114,scissors,rock,1,55,52,7,0.48,0.46,0.06,48,0.42
115,scissors,rock,1,56,52,7,0.49,0.45,0.06,49,0.43
116,scissors,rock,1,57,52,7,0.49,0.45,0.06,50,0.43
117,rock,rock,0,57,53,7,0.49,0.45,0.06,50,0.43
118,scissors,scissors,0,57,54,7,0.48,0.46,0.06,50,0.42
119,scissors,scissors,0,57,55,7,0.48,0.46,0.06,50,0.42
120,rock,rock,0,57,56,7,0.47,0.47,0.06,50,0.42
121,rock,rock,0,57,57,7,0.47,0.47,0.06,50,0.41
122,scissors,rock,1,58,57,7,0.48,0.47,0.06,51,0.42
123,rock,rock,0,58,58,7,0.47,0.47,0.06,51,0.41
124,rock,rock,0,58,59,7,0.47,0.48,0.06,51,0.41
