n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
1,paper,scissors,1,1,0,0,1.0,0.0,0.0,1,1.0
2,paper,paper,0,1,1,0,0.5,0.5,0.0,1,0.5
3,rock,paper,1,2,1,0,0.67,0.33,0.0,2,0.67
4,scissors,scissors,0,2,2,0,0.5,0.5,0.0,2,0.5
5,rock,paper,1,3,2,0,0.6,0.4,0.0,3,0.6
6,paper,scissors,1,4,2,0,0.67,0.33,0.0,4,0.67
7,paper,paper,0,4,3,0,0.57,0.43,0.0,4,0.57
8,rock,rock,0,4,4,0,0.5,0.5,0.0,4,0.5
9,rock,scissors,-1,4,4,1,0.44,0.44,0.11,3,0.33
10,rock,rock,0,4,5,1,0.4,0.5,0.1,3,0.3
11,rock,scissors,-1,4,5,2,0.36,0.45,0.18,2,0.18
12,rock,paper,1,5,5,2,0.42,0.42,0.17,3,0.25
13,rock,scissors,-1,5,5,3,0.38,0.38,0.23,2,0.15
14,rock,paper,1,6,5,3,0.43,0.36,0.21,3,0.21
15,scissors,paper,-1,6,5,4,0.4,0.33,0.27,2,0.13
16,scissors,scissors,0,6,6,4,0.38,0.38,0.25,2,0.12
17,rock,scissors,-1,6,6,5,0.35,0.35,0.29,1,0.06
18,rock,scissors,-1,6,6,6,0.33,0.33,0.33,0,0.0
19,paper,paper,0,6,7,6,0.32,0.37,0.32,0,0.0
20,paper,paper,0,6,8,6,0.3,0.4,0.3,0,0.0
21,scissors,paper,-1,6,8,7,0.29,0.38,0.33,-1,-0.05
22,scissors,rock,1,7,8,7,0.32,0.36,0.32,0,0.0
23,paper,scissors,1,8,8,7,0.35,0.35,0.3,1,0.04
24,rock,scissors,-1,8,8,8,0.33,0.33,0.33,0,0.0
25,rock,scissors,-1,8,8,9,0.32,0.32,0.36,-1,-0.04
26,scissors,scissors,0,8,9,9,0.31,0.35,0.35,-1,-0.04
27,paper,scissors,1,9,9,9,0.33,0.33,0.33,0,0.0
28,paper,scissors,1,10,9,9,0.36,0.32,0.32,1,0.04
29,rock,paper,1,11,9,9,0.38,0.31,0.31,2,0.07
30,paper,scissors,1,12,9,9,0.4,0.3,0.3,3,0.1
31,paper,rock,-1,12,9,10,0.39,0.29,0.32,2,0.06
32,scissors,paper,-1,12,9,11,0.38,0.28,0.34,1,0.03
33,paper,scissors,1,13,9,11,0.39,0.27,0.33,2,0.06
34,scissors,paper,-1,13,9,12,0.38,0.26,0.35,1,0.03
35,paper,scissors,1,14,9,12,0.4,0.26,0.34,2,0.06
36,paper,paper,0,14,10,12,0.39,0.28,0.33,2,0.06
37,paper,rock,-1,14,10,13,0.38,0.27,0.35,1,0.03
38,paper,scissors,1,15,10,13,0.39,0.26,0.34,2,0.05
39,scissors,paper,-1,15,10,14,0.38,0.26,0.36,1,0.03
40,scissors,paper,-1,15,10,15,0.38,0.25,0.38,0,0.0
41,paper,scissors,1,16,10,15,0.39,0.24,0.37,1,0.02
42,paper,paper,0,16,11,15,0.38,0.26,0.36,1,0.02
43,rock,scissors,-1,16,11,16,0.37,0.26,0.37,0,0.0
44,paper,scissors,1,17,11,16,0.39,0.25,0.36,1,0.02
45,paper,scissors,1,18,11,16,0.4,0.24,0.36,2,0.04
46,rock,paper,1,19,11,16,0.41,0.24,0.35,3,0.07
47,scissors,scissors,0,19,12,16,0.4,0.26,0.34,3,0.06
48,rock,scissors,-1,19,12,17,0.4,0.25,0.35,2,0.04
49,paper,paper,0,19,13,17,0.39,0.27,0.35,2,0.04
50,paper,scissors,1,20,13,17,0.4,0.26,0.34,3,0.06
51,paper,rock,-1,20,13,18,0.39,0.25,0.35,2,0.04
52,paper,scissors,1,21,13,18,0.4,0.25,0.35,3,0.06
53,paper,paper,0,21,14,18,0.4,0.26,0.34,3,0.06
54,rock,paper,1,22,14,18,0.41,0.26,0.33,4,0.07
55,rock,paper,1,23,14,18,0.42,0.25,0.33,5,0.09
56,paper,rock,-1,23,14,19,0.41,0.25,0.34,4,0.07
57,rock,paper,1,24,14,19,0.42,0.25,0.33,5,0.09
58,paper,paper,0,24,15,19,0.41,0.26,0.33,5,0.09
59,paper,paper,0,24,16,19,0.41,0.27,0.32,5,0.08
60,paper,scissors,1,25,16,19,0.42,0.27,0.32,6,0.1
61,paper,scissors,1,26,16,19,0.43,0.26,0.31,7,0.11
62,rock,scissors,-1,26,16,20,0.42,0.26,0.32,6,0.1
63,paper,paper,0,26,17,20,0.41,0.27,0.32,6,0.1
64,paper,scissors,1,27,17,20,0.42,0.27,0.31,7,0.11
65,scissors,paper,-1,27,17,21,0.42,0.26,0.32,6,0.09
66,paper,scissors,1,28,17,21,0.42,0.26,0.32,7,0.11
