n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
1,rock,paper,1,1,0,0,1.0,0.0,0.0,1,1.0
2,rock,paper,1,2,0,0,1.0,0.0,0.0,2,1.0
3,scissors,paper,-1,2,0,1,0.67,0.0,0.33,1,0.33
4,paper,paper,0,2,1,1,0.5,0.25,0.25,1,0.25
5,paper,paper,0,2,2,1,0.4,0.4,0.2,1,0.2
6,paper,paper,0,2,3,1,0.33,0.5,0.17,1,0.17
7,paper,paper,0,2,4,1,0.29,0.57,0.14,1,0.14
8,rock,paper,1,3,4,1,0.38,0.5,0.12,2,0.25
9,paper,paper,0,3,5,1,0.33,0.56,0.11,2,0.22
10,paper,paper,0,3,6,1,0.3,0.6,0.1,2,0.2
11,scissors,paper,-1,3,6,2,0.27,0.55,0.18,1,0.09
12,paper,paper,0,3,7,2,0.25,0.58,0.17,1,0.08
13,rock,paper,1,4,7,2,0.31,0.54,0.15,2,0.15
14,paper,paper,0,4,8,2,0.29,0.57,0.14,2,0.14
15,paper,paper,0,4,9,2,0.27,0.6,0.13,2,0.13
16,paper,paper,0,4,10,2,0.25,0.62,0.12,2,0.12
17,paper,paper,0,4,11,2,0.24,0.65,0.12,2,0.12
18,paper,paper,0,4,12,2,0.22,0.67,0.11,2,0.11
19,paper,paper,0,4,13,2,0.21,0.68,0.11,2,0.11
20,paper,paper,0,4,14,2,0.2,0.7,0.1,2,0.1
21,paper,paper,0,4,15,2,0.19,0.71,0.1,2,0.1
22,paper,paper,0,4,16,2,0.18,0.73,0.09,2,0.09
23,paper,paper,0,4,17,2,0.17,0.74,0.09,2,0.09
24,rock,paper,1,5,17,2,0.21,0.71,0.08,3,0.12
25,scissors,paper,-1,5,17,3,0.2,0.68,0.12,2,0.08
26,rock,paper,1,6,17,3,0.23,0.65,0.12,3,0.12
27,rock,paper,1,7,17,3,0.26,0.63,0.11,4,0.15
28,scissors,paper,-1,7,17,4,0.25,0.61,0.14,3,0.11
29,paper,paper,0,7,18,4,0.24,0.62,0.14,3,0.1
30,paper,paper,0,7,19,4,0.23,0.63,0.13,3,0.1
31,rock,paper,1,8,19,4,0.26,0.61,0.13,4,0.13
32,rock,paper,1,9,19,4,0.28,0.59,0.12,5,0.16
33,scissors,paper,-1,9,19,5,0.27,0.58,0.15,4,0.12
34,rock,paper,1,10,19,5,0.29,0.56,0.15,5,0.15
35,paper,paper,0,10,20,5,0.29,0.57,0.14,5,0.14
36,rock,paper,1,11,20,5,0.31,0.56,0.14,6,0.17
37,paper,paper,0,11,21,5,0.3,0.57,0.14,6,0.16
38,paper,paper,0,11,22,5,0.29,0.58,0.13,6,0.16
39,paper,paper,0,11,23,5,0.28,0.59,0.13,6,0.15
40,rock,paper,1,12,23,5,0.3,0.57,0.12,7,0.17
41,paper,paper,0,12,24,5,0.29,0.59,0.12,7,0.17
42,paper,paper,0,12,25,5,0.29,0.6,0.12,7,0.17
43,paper,paper,0,12,26,5,0.28,0.6,0.12,7,0.16
44,scissors,paper,-1,12,26,6,0.27,0.59,0.14,6,0.14
45,paper,paper,0,12,27,6,0.27,0.6,0.13,6,0.13
46,paper,paper,0,12,28,6,0.26,0.61,0.13,6,0.13
47,scissors,paper,-1,12,28,7,0.26,0.6,0.15,5,0.11
48,rock,paper,1,13,28,7,0.27,0.58,0.15,6,0.12
49,rock,paper,1,14,28,7,0.29,0.57,0.14,7,0.14
50,paper,paper,0,14,29,7,0.28,0.58,0.14,7,0.14
51,paper,paper,0,14,30,7,0.27,0.59,0.14,7,0.14
52,paper,paper,0,14,31,7,0.27,0.6,0.13,7,0.13
53,paper,paper,0,14,32,7,0.26,0.6,0.13,7,0.13
54,paper,paper,0,14,33,7,0.26,0.61,0.13,7,0.13
55,paper,paper,0,14,34,7,0.25,0.62,0.13,7,0.13
56,scissors,paper,-1,14,34,8,0.25,0.61,0.14,6,0.11
57,rock,paper,1,15,34,8,0.26,0.6,0.14,7,0.12
58,scissors,paper,-1,15,34,9,0.26,0.59,0.16,6,0.1
59,scissors,paper,-1,15,34,10,0.25,0.58,0.17,5,0.08
60,rock,paper,1,16,34,10,0.27,0.57,0.17,6,0.1
61,paper,paper,0,16,35,10,0.26,0.57,0.16,6,0.1
62,scissors,paper,-1,16,35,11,0.26,0.56,0.18,5,0.08
63,rock,paper,1,17,35,11,0.27,0.56,0.17,6,0.1
64,paper,paper,0,17,36,11,0.27,0.56,0.17,6,0.09
65,paper,paper,0,17,37,11,0.26,0.57,0.17,6,0.09
66,paper,paper,0,17,38,11,0.26,0.58,0.17,6,0.09
67,scissors,paper,-1,17,38,12,0.25,0.57,0.18,5,0.07
68,paper,paper,0,17,39,12,0.25,0.57,0.18,5,0.07
69,paper,paper,0,17,40,12,0.25,0.58,0.17,5,0.07
70,paper,paper,0,17,41,12,0.24,0.59,0.17,5,0.07
71,paper,paper,0,17,42,12,0.24,0.59,0.17,5,0.07
72,paper,paper,0,17,43,12,0.24,0.6,0.17,5,0.07
73,paper,paper,0,17,44,12,0.23,0.6,0.16,5,0.07
74,paper,paper,0,17,45,12,0.23,0.61,0.16,5,0.07
75,paper,paper,0,17,46,12,0.23,0.61,0.16,5,0.07
76,scissors,paper,-1,17,46,13,0.22,0.61,0.17,4,0.05
77,paper,paper,0,17,47,13,0.22,0.61,0.17,4,0.05
78,paper,paper,0,17,48,13,0.22,0.62,0.17,4,0.05
79,scissors,paper,-1,17,48,14,0.22,0.61,0.18,3,0.04
80,rock,paper,1,18,48,14,0.23,0.6,0.17,4,0.05
81,rock,paper,1,19,48,14,0.23,0.59,0.17,5,0.06
82,paper,paper,0,19,49,14,0.23,0.6,0.17,5,0.06
83,paper,paper,0,19,50,14,0.23,0.6,0.17,5,0.06
84,paper,paper,0,19,51,14,0.23,0.61,0.17,5,0.06
85,paper,paper,0,19,52,14,0.22,0.61,0.16,5,0.06
86,rock,paper,1,20,52,14,0.23,0.6,0.16,6,0.07
87,rock,paper,1,21,52,14,0.24,0.6,0.16,7,0.08
88,rock,paper,1,22,52,14,0.25,0.59,0.16,8,0.09
89,paper,paper,0,22,53,14,0.25,0.6,0.16,8,0.09
90,rock,paper,1,23,53,14,0.26,0.59,0.16,9,0.1
91,paper,paper,0,23,54,14,0.25,0.59,0.15,9,0.1
92,scissors,paper,-1,23,54,15,0.25,0.59,0.16,8,0.09
93,rock,paper,1,24,54,15,0.26,0.58,0.16,9,0.1
94,paper,paper,0,24,55,15,0.26,0.59,0.16,9,0.1
95,paper,paper,0,24,56,15,0.25,0.59,0.16,9,0.09
96,scissors,paper,-1,24,56,16,0.25,0.58,0.17,8,0.08
97,scissors,paper,-1,24,56,17,0.25,0.58,0.18,7,0.07
98,paper,paper,0,24,57,17,0.24,0.58,0.17,7,0.07
99,paper,paper,0,24,58,17,0.24,0.59,0.17,7,0.07
100,paper,paper,0,24,59,17,0.24,0.59,0.17,7,0.07
101,scissors,paper,-1,24,59,18,0.24,0.58,0.18,6,0.06
102,rock,paper,1,25,59,18,0.25,0.58,0.18,7,0.07
103,paper,paper,0,25,60,18,0.24,0.58,0.17,7,0.07
104,paper,paper,0,25,61,18,0.24,0.59,0.17,7,0.07
105,paper,paper,0,25,62,18,0.24,0.59,0.17,7,0.07
106,paper,paper,0,25,63,18,0.24,0.59,0.17,7,0.07
107,paper,paper,0,25,64,18,0.23,0.6,0.17,7,0.07
